50003462	6
50005919	6
50001290	6
50010356	6
50020848	6
50021926	6
50021927	6
50021925	6
50020856	6
50021949	6
50021953	6
50021954	6
50021948	6
50021951	6
50021957	6
50021956	6
50021952	6
50021955	6
50021950	6
50023380	6
50023383	6
50022568	6
50020838	6
50021901	6
50021899	6
50021898	6
50021897	6
50021900	6
50022572	6
50020854	6
50021902	6
50020834	6
50020895	6
50020897	6
50020896	6
50020893	6
50020894	6
50020842	6
50020851	6
50022436	6
50022439	6
50022435	6
50022438	6
50022434	6
50022437	6
50020850	6
50021932	6
50021933	6
50020836	6
50020900	6
50021889	6
50021888	6
50020904	6
50021890	6
50020902	6
50020903	6
50020905	6
50023266	6
50020835	6
50020846	6
50020840	6
50003454	6
50003338	6
50011415	6
50011416	6
50011738	6
50013325	6
50021915	6
50020855	6
50021907	6
50020849	6
50020843	6
50022440	6
50022446	6
50022698	6
50022443	6
50022447	6
50022445	6
50022696	6
50022444	6
50022449	6
50022442	6
50022441	6
50022448	6
50022695	6
50020839	6
50001289	6
50021903	6
50021904	6
50020841	6
50021924	6
50021923	6
50020845	6
50021905	6
50000561	6
50002045	6
50024938	6
50020901	6
50021882	6
50021884	6
50021885	6
50021878	6
50021883	6
50021879	6
50021881	6
50021880	6
50021928	6
50021929	6
50021931	6
50021930	6
50024939	6
50026409	6
2902	3
50021048	3
50022569	3
50021051	3
50021052	3
50021049	3
50021050	3
50025613	3
50025604	3
50025606	3
50025607	3
50025605	3
50025594	3
50025595	3
50025596	3
50025611	3
50025610	3
50021047	3
50021046	3
50022011	3
50022008	3
50022012	3
50022006	3
50022010	3
50022009	3
50022013	3
50022007	3
50022014	3
50021045	3
50021973	3
50022133	3
50022131	3
50022132	3
50022130	3
50021988	3
50022175	3
50022173	3
50022174	3
50022004	3
50022221	3
50022219	3
50022220	3
50022218	3
50021971	3
50022126	3
50022128	3
50022127	3
50022125	3
50021962	3
50022096	3
50022095	3
50022097	3
50022099	3
50022098	3
50022100	3
50021917	3
50022038	3
50022039	3
50022035	3
50022034	3
50022037	3
50022655	3
50022041	3
50022036	3
50022040	3
50021921	3
50022053	3
50022056	3
50022055	3
50022057	3
50022054	3
50021982	3
50022159	3
50021997	3
50022200	3
50022202	3
50022201	3
50022002	3
50022215	3
50022213	3
50022214	3
50021918	3
50022042	3
50022043	3
50022044	3
50022656	3
50021959	3
50022076	3
50022077	3
50022078	3
50022073	3
50022074	3
50022072	3
50022075	3
50021991	3
50022184	3
50022183	3
50021992	3
50022185	3
50022186	3
50022187	3
50021994	3
50022192	3
50021960	3
50022084	3
50022082	3
50022085	3
50022083	3
50022087	3
50022086	3
50022080	3
50022079	3
50022081	3
50021984	3
50022163	3
50022164	3
50022165	3
50022162	3
50021963	3
50022101	3
50022102	3
50022705	3
50021985	3
50022168	3
50022166	3
50022167	3
50021965	3
50022107	3
50022108	3
50022110	3
50022111	3
50022109	3
50021920	3
50022658	3
50022049	3
50022050	3
50022048	3
50021958	3
50022064	3
